Sample   	JTAG        	CLK	TCK	TMS	TRST	TDI	TDO	HALT	 Timestamp
       47	0001101     	0  	0  	0  	1   	1  	0  	1   	 41.625 ns
       48	0001101     	0  	0  	0  	1   	1  	0  	1   	 41.625 ns
       49	0011001     	0  	0  	1  	1   	0  	0  	1   	375.000 ns
       50	0001001     	0  	0  	0  	1   	0  	0  	1   	 41.625 ns
       51	0011001     	0  	0  	1  	1   	0  	0  	1   	<71,250 us
       52	0001001     	0  	0  	0  	1   	0  	0  	1   	 41.625 ns
       53	0011101     	0  	0  	1  	1   	1  	0  	1   	270.875 ns
       54	0011101     	0  	0  	1  	1   	1  	0  	1   	 41.625 ns
       55	0001101     	0  	0  	0  	1   	1  	0  	1   	 41.625 ns
       56	0001001     	0  	0  	0  	1   	0  	0  	1   	<78,000 us
       57	0011001     	0  	0  	1  	1   	0  	0  	1   	 41.500 ns
       58	0011001     	0  	0  	1  	1   	0  	0  	1   	 41.750 ns
       59	0001001     	0  	0  	0  	1   	0  	0  	1   	 41.750 ns
       60	0001001     	0  	0  	0  	1   	0  	0  	1   	 41.625 ns
       61	0001011     	0  	0  	0  	1   	0  	1  	1   	270.750 ns
       62	0001001     	0  	0  	0  	1   	0  	0  	1   	 41.625 ns
       63	0001101     	0  	0  	0  	1   	1  	0  	1   	 41.750 ns
       64	0001001     	0  	0  	0  	1   	0  	0  	1   	 41.625 ns
       65	0001101     	0  	0  	0  	1   	1  	0  	1   	 41.625 ns
       66	0001101     	0  	0  	0  	1   	1  	0  	1   	 41.750 ns
       67	0001001     	0  	0  	0  	1   	0  	0  	1   	 41.500 ns
       68	0011101     	0  	0  	1  	1   	1  	0  	1   	271.000 ns
       69	0011101     	0  	0  	1  	1   	1  	0  	1   	 41.625 ns
       70	0001101     	0  	0  	0  	1   	1  	0  	1   	 41.625 ns
       71	0011001     	0  	0  	1  	1   	0  	0  	1   	271.000 ns
       72	0001001     	0  	0  	0  	1   	0  	0  	1   	 41.500 ns
       73	0001001     	0  	0  	0  	1   	0  	0  	1   	 41.625 ns
       74	0001001     	0  	0  	0  	1   	0  	0  	1   	333.375 ns
       75	0001001     	0  	0  	0  	1   	0  	0  	1   	 41.625 ns
       76	0001101     	0  	0  	0  	1   	1  	0  	1   	 41.750 ns
       77	0001011     	0  	0  	0  	1   	0  	1  	1   	 41.500 ns
       78	0001101     	0  	0  	0  	1   	1  	0  	1   	 41.750 ns
       79	0001101     	0  	0  	0  	1   	1  	0  	1   	 41.750 ns
       80	0001001     	0  	0  	0  	1   	0  	0  	1   	 41.500 ns
       81	0001111     	0  	0  	0  	1   	1  	1  	1   	 41.750 ns
       82	0001001     	0  	0  	0  	1   	0  	0  	1   	250.000 ns
       83	0001011     	0  	0  	0  	1   	0  	1  	1   	 41.750 ns
       84	0001011     	0  	0  	0  	1   	0  	1  	1   	 41.500 ns
       85	0001001     	0  	0  	0  	1   	0  	0  	1   	 41.625 ns
       86	0001011     	0  	0  	0  	1   	0  	1  	1   	 41.750 ns
       87	0001011     	0  	0  	0  	1   	0  	1  	1   	 41.625 ns
       88	0001001     	0  	0  	0  	1   	0  	0  	1   	 41.750 ns
       89	0001001     	0  	0  	0  	1   	0  	0  	1   	 41.625 ns
       90	0001001     	0  	0  	0  	1   	0  	0  	1   	250.000 ns
       91	0001011     	0  	0  	0  	1   	0  	1  	1   	 41.625 ns
       92	0001001     	0  	0  	0  	1   	0  	0  	1   	 41.625 ns
       93	0001011     	0  	0  	0  	1   	0  	1  	1   	 41.750 ns
       94	0001011     	0  	0  	0  	1   	0  	1  	1   	 41.625 ns
       95	0001011     	0  	0  	0  	1   	0  	1  	1   	 41.750 ns
       96	0001011     	0  	0  	0  	1   	0  	1  	1   	 41.625 ns
       97	0001011     	0  	0  	0  	1   	0  	1  	1   	 41.625 ns
       98	0001011     	0  	0  	0  	1   	0  	1  	1   	250.000 ns
       99	0001011     	0  	0  	0  	1   	0  	1  	1   	 41.625 ns
      100	0001011     	0  	0  	0  	1   	0  	1  	1   	 41.750 ns
      101	0001011     	0  	0  	0  	1   	0  	1  	1   	 41.625 ns
      102	0001011     	0  	0  	0  	1   	0  	1  	1   	 41.625 ns
      103	0001011     	0  	0  	0  	1   	0  	1  	1   	 41.625 ns
      104	0001011     	0  	0  	0  	1   	0  	1  	1   	 41.750 ns
      105	0001011     	0  	0  	0  	1   	0  	1  	1   	 41.625 ns
      106	0011001     	0  	0  	1  	1   	0  	0  	1   	375.000 ns
      107	0011001     	0  	0  	1  	1   	0  	0  	1   	 41.625 ns
      108	0001001     	0  	0  	0  	1   	0  	0  	1   	 41.625 ns
      109	0001001     	0  	0  	0  	1   	0  	0  	1   	<98,125 us
      110	0011001     	0  	0  	1  	1   	0  	0  	1   	 41.625 ns
      111	0011001     	0  	0  	1  	1   	0  	0  	1   	 41.625 ns
      112	0001001     	0  	0  	0  	1   	0  	0  	1   	 41.625 ns
      113	0001001     	0  	0  	0  	1   	0  	0  	1   	 41.750 ns
      114	0001011     	0  	0  	0  	1   	0  	1  	1   	270.875 ns
      115	0001001     	0  	0  	0  	1   	0  	0  	1   	 41.500 ns
      116	0001101     	0  	0  	0  	1   	1  	0  	1   	 41.750 ns
      117	0001001     	0  	0  	0  	1   	0  	0  	1   	 41.625 ns
      118	0001101     	0  	0  	0  	1   	1  	0  	1   	 41.750 ns
      119	0001101     	0  	0  	0  	1   	1  	0  	1   	 41.625 ns
      120	0001001     	0  	0  	0  	1   	0  	0  	1   	 41.625 ns
      121	0011101     	0  	0  	1  	1   	1  	0  	1   	271.000 ns
      122	0011101     	0  	0  	1  	1   	1  	0  	1   	 41.500 ns
      123	0001101     	0  	0  	0  	1   	1  	0  	1   	 41.625 ns
      124	0011001     	0  	0  	1  	1   	0  	0  	1   	271.000 ns
      125	0001001     	0  	0  	0  	1   	0  	0  	1   	 41.500 ns
      126	0001001     	0  	0  	0  	1   	0  	0  	1   	 41.625 ns
      127	0001001     	0  	0  	0  	1   	0  	0  	1   	333.375 ns
      128	0001001     	0  	0  	0  	1   	0  	0  	1   	 41.625 ns
      129	0001001     	0  	0  	0  	1   	0  	0  	1   	 41.750 ns
      130	0001011     	0  	0  	0  	1   	0  	1  	1   	 41.625 ns
      131	0001001     	0  	0  	0  	1   	0  	0  	1   	 41.625 ns
      132	0001001     	0  	0  	0  	1   	0  	0  	1   	 41.750 ns
      133	0001001     	0  	0  	0  	1   	0  	0  	1   	 41.625 ns
      134	0001011     	0  	0  	0  	1   	0  	1  	1   	 41.625 ns
      135	0001001     	0  	0  	0  	1   	0  	0  	1   	125.000 ns
      136	0001011     	0  	0  	0  	1   	0  	1  	1   	 41.750 ns
      137	0001011     	0  	0  	0  	1   	0  	1  	1   	 41.625 ns
      138	0001001     	0  	0  	0  	1   	0  	0  	1   	 41.625 ns
      139	0001011     	0  	0  	0  	1   	0  	1  	1   	 41.625 ns
      140	0001011     	0  	0  	0  	1   	0  	1  	1   	 41.750 ns
      141	0001001     	0  	0  	0  	1   	0  	0  	1   	 41.500 ns
      142	0001001     	0  	0  	0  	1   	0  	0  	1   	 41.750 ns
      143	0001001     	0  	0  	0  	1   	0  	0  	1   	125.125 ns
      144	0001011     	0  	0  	0  	1   	0  	1  	1   	 41.500 ns
      145	0001001     	0  	0  	0  	1   	0  	0  	1   	 41.625 ns
      146	0001011     	0  	0  	0  	1   	0  	1  	1   	 41.750 ns
      147	0001011     	0  	0  	0  	1   	0  	1  	1   	 41.625 ns
      148	0001011     	0  	0  	0  	1   	0  	1  	1   	 41.750 ns
      149	0001011     	0  	0  	0  	1   	0  	1  	1   	 41.625 ns
      150	0001011     	0  	0  	0  	1   	0  	1  	1   	 41.625 ns
      151	0001011     	0  	0  	0  	1   	0  	1  	1   	125.125 ns
      152	0001011     	0  	0  	0  	1   	0  	1  	1   	 41.500 ns
      153	0001011     	0  	0  	0  	1   	0  	1  	1   	 41.750 ns
      154	0001011     	0  	0  	0  	1   	0  	1  	1   	 41.625 ns
      155	0001011     	0  	0  	0  	1   	0  	1  	1   	 41.625 ns
      156	0001011     	0  	0  	0  	1   	0  	1  	1   	 41.750 ns
      157	0001011     	0  	0  	0  	1   	0  	1  	1   	 41.625 ns
      158	0001011     	0  	0  	0  	1   	0  	1  	1   	 41.750 ns
      159	0011101     	0  	0  	1  	1   	1  	0  	1   	270.875 ns
      160	0011101     	0  	0  	1  	1   	1  	0  	1   	 41.625 ns
      161	0001101     	0  	0  	0  	1   	1  	0  	1   	 41.625 ns
      162	0001001     	0  	0  	0  	1   	0  	0  	1   	270.750 ns
      163	0011001     	0  	0  	1  	1   	0  	0  	1   	 41.625 ns
      164	0011001     	0  	0  	1  	1   	0  	0  	1   	 41.750 ns
      165	0001001     	0  	0  	0  	1   	0  	0  	1   	 41.625 ns
      166	0001001     	0  	0  	0  	1   	0  	0  	1   	 41.625 ns
      167	0001011     	0  	0  	0  	1   	0  	1  	1   	270.875 ns
      168	0001001     	0  	0  	0  	1   	0  	0  	1   	 41.625 ns
      169	0001101     	0  	0  	0  	1   	1  	0  	1   	 41.750 ns
      170	0001001     	0  	0  	0  	1   	0  	0  	1   	 41.500 ns
      171	0001101     	0  	0  	0  	1   	1  	0  	1   	 41.875 ns
      172	0001101     	0  	0  	0  	1   	1  	0  	1   	 41.625 ns
      173	0001101     	0  	0  	0  	1   	1  	0  	1   	 41.625 ns
      174	0011001     	0  	0  	1  	1   	0  	0  	1   	270.875 ns
      175	0011001     	0  	0  	1  	1   	0  	0  	1   	 41.625 ns
      176	0001001     	0  	0  	0  	1   	0  	0  	1   	 41.625 ns
      177	0011001     	0  	0  	1  	1   	0  	0  	1   	270.875 ns
      178	0001001     	0  	0  	0  	1   	0  	0  	1   	 41.625 ns
      179	0001001     	0  	0  	0  	1   	0  	0  	1   	 41.625 ns
      180	0001011     	0  	0  	0  	1   	0  	1  	1   	333.375 ns
      181	0001101     	0  	0  	0  	1   	1  	0  	1   	 41.625 ns
      182	0001101     	0  	0  	0  	1   	1  	0  	1   	 41.625 ns
      183	0001001     	0  	0  	0  	1   	0  	0  	1   	 41.625 ns
      184	0001001     	0  	0  	0  	1   	0  	0  	1   	 41.750 ns
      185	0001101     	0  	0  	0  	1   	1  	0  	1   	 41.750 ns
      186	0001001     	0  	0  	0  	1   	0  	0  	1   	 41.500 ns
      187	0001101     	0  	0  	0  	1   	1  	0  	1   	 41.750 ns
      188	0001001     	0  	0  	0  	1   	0  	0  	1   	125.000 ns
      189	0001101     	0  	0  	0  	1   	1  	0  	1   	 41.750 ns
      190	0001001     	0  	0  	0  	1   	0  	0  	1   	 41.500 ns
      191	0001101     	0  	0  	0  	1   	1  	0  	1   	 41.750 ns
      192	0001111     	0  	0  	0  	1   	1  	1  	1   	 41.625 ns
      193	0001101     	0  	0  	0  	1   	1  	0  	1   	 41.625 ns
      194	0001101     	0  	0  	0  	1   	1  	0  	1   	 41.750 ns
      195	0001101     	0  	0  	0  	1   	1  	0  	1   	 41.625 ns
      196	0001101     	0  	0  	0  	1   	1  	0  	1   	125.000 ns
      197	0001101     	0  	0  	0  	1   	1  	0  	1   	 41.625 ns
      198	0001001     	0  	0  	0  	1   	0  	0  	1   	 41.625 ns
      199	0001001     	0  	0  	0  	1   	0  	0  	1   	 41.750 ns
      200	0001101     	0  	0  	0  	1   	1  	0  	1   	 41.750 ns
      201	0001101     	0  	0  	0  	1   	1  	0  	1   	 41.500 ns
      202	0001001     	0  	0  	0  	1   	0  	0  	1   	 41.625 ns
      203	0001001     	0  	0  	0  	1   	0  	0  	1   	 41.750 ns
      204	0001001     	0  	0  	0  	1   	0  	0  	1   	125.000 ns
      205	0001001     	0  	0  	0  	1   	0  	0  	1   	 41.625 ns
      206	0001101     	0  	0  	0  	1   	1  	0  	1   	 41.750 ns
      207	0001101     	0  	0  	0  	1   	1  	0  	1   	 41.625 ns
      208	0001101     	0  	0  	0  	1   	1  	0  	1   	 41.625 ns
      209	0001101     	0  	0  	0  	1   	1  	0  	1   	 41.750 ns
      210	0001101     	0  	0  	0  	1   	1  	0  	1   	 41.625 ns
      211	0001001     	0  	0  	0  	1   	0  	0  	1   	 41.500 ns
      212	0011101     	0  	0  	1  	1   	1  	0  	1   	271.000 ns
      213	0011101     	0  	0  	1  	1   	1  	0  	1   	 41.625 ns
      214	0001101     	0  	0  	0  	1   	1  	0  	1   	 41.625 ns
      215	0001001     	0  	0  	0  	1   	0  	0  	1   	270.875 ns
      216	0011001     	0  	0  	1  	1   	0  	0  	1   	 41.625 ns
      217	0011001     	0  	0  	1  	1   	0  	0  	1   	 41.625 ns
      218	0001001     	0  	0  	0  	1   	0  	0  	1   	 41.750 ns
      219	0001001     	0  	0  	0  	1   	0  	0  	1   	 41.625 ns
      220	0001011     	0  	0  	0  	1   	0  	1  	1   	270.875 ns
      221	0001001     	0  	0  	0  	1   	0  	0  	1   	 41.500 ns
      222	0001101     	0  	0  	0  	1   	1  	0  	1   	 41.750 ns
      223	0001001     	0  	0  	0  	1   	0  	0  	1   	 41.625 ns
      224	0001101     	0  	0  	0  	1   	1  	0  	1   	 41.750 ns
      225	0001101     	0  	0  	0  	1   	1  	0  	1   	 41.625 ns
      226	0001101     	0  	0  	0  	1   	1  	0  	1   	 41.750 ns
      227	0011001     	0  	0  	1  	1   	0  	0  	1   	270.750 ns
      228	0011001     	0  	0  	1  	1   	0  	0  	1   	 41.625 ns
      229	0001001     	0  	0  	0  	1   	0  	0  	1   	 41.750 ns
      230	0011001     	0  	0  	1  	1   	0  	0  	1   	270.750 ns
      231	0001001     	0  	0  	0  	1   	0  	0  	1   	 41.625 ns
      232	0001001     	0  	0  	0  	1   	0  	0  	1   	 41.750 ns
      233	0001011     	0  	0  	0  	1   	0  	1  	1   	333.250 ns
      234	0001001     	0  	0  	0  	1   	0  	0  	1   	 41.625 ns
      235	0001101     	0  	0  	0  	1   	1  	0  	1   	 41.750 ns
      236	0001001     	0  	0  	0  	1   	0  	0  	1   	 41.500 ns
      237	0001001     	0  	0  	0  	1   	0  	0  	1   	 41.750 ns
      238	0001101     	0  	0  	0  	1   	1  	0  	1   	 41.750 ns
      239	0001001     	0  	0  	0  	1   	0  	0  	1   	 41.500 ns
      240	0001001     	0  	0  	0  	1   	0  	0  	1   	 41.750 ns
      241	0001101     	0  	0  	0  	1   	1  	0  	1   	125.000 ns
      242	0001001     	0  	0  	0  	1   	0  	0  	1   	 41.625 ns
      243	0001001     	0  	0  	0  	1   	0  	0  	1   	 41.750 ns
      244	0001001     	0  	0  	0  	1   	0  	0  	1   	 41.625 ns
      245	0001011     	0  	0  	0  	1   	0  	1  	1   	 41.750 ns
      246	0001001     	0  	0  	0  	1   	0  	0  	1   	 41.500 ns
      247	0001001     	0  	0  	0  	1   	0  	0  	1   	 41.750 ns
      248	0001001     	0  	0  	0  	1   	0  	0  	1   	 41.625 ns
      249	0001001     	0  	0  	0  	1   	0  	0  	1   	125.125 ns
      250	0001001     	0  	0  	0  	1   	0  	0  	1   	 41.625 ns
      251	0001001     	0  	0  	0  	1   	0  	0  	1   	 41.625 ns
      252	0001001     	0  	0  	0  	1   	0  	0  	1   	 41.625 ns
      253	0001001     	0  	0  	0  	1   	0  	0  	1   	 41.750 ns
      254	0001101     	0  	0  	0  	1   	1  	0  	1   	 41.625 ns
      255	0001001     	0  	0  	0  	1   	0  	0  	1   	 41.625 ns
      256	0001001     	0  	0  	0  	1   	0  	0  	1   	 41.750 ns
      257	0001001     	0  	0  	0  	1   	0  	0  	1   	125.000 ns
      258	0001001     	0  	0  	0  	1   	0  	0  	1   	 41.625 ns
      259	0001101     	0  	0  	0  	1   	1  	0  	1   	 41.750 ns
      260	0001101     	0  	0  	0  	1   	1  	0  	1   	 41.625 ns
      261	0001101     	0  	0  	0  	1   	1  	0  	1   	 41.625 ns
      262	0001101     	0  	0  	0  	1   	1  	0  	1   	 41.625 ns
      263	0001101     	0  	0  	0  	1   	1  	0  	1   	 41.625 ns
      264	0001001     	0  	0  	0  	1   	0  	0  	1   	 41.625 ns
      265	0011101     	0  	0  	1  	1   	1  	0  	1   	270.875 ns
      266	0011101     	0  	0  	1  	1   	1  	0  	1   	 41.625 ns
      267	0001101     	0  	0  	0  	1   	1  	0  	1   	 41.625 ns
      268	0001001     	0  	0  	0  	1   	0  	0  	1   	270.875 ns
      269	0011001     	0  	0  	1  	1   	0  	0  	1   	 41.625 ns
      270	0011001     	0  	0  	1  	1   	0  	0  	1   	 41.750 ns
      271	0001001     	0  	0  	0  	1   	0  	0  	1   	 41.625 ns
      272	0001001     	0  	0  	0  	1   	0  	0  	1   	 41.625 ns
      273	0001011     	0  	0  	0  	1   	0  	1  	1   	270.875 ns
      274	0001001     	0  	0  	0  	1   	0  	0  	1   	 41.500 ns
      275	0001101     	0  	0  	0  	1   	1  	0  	1   	 41.875 ns
      276	0001001     	0  	0  	0  	1   	0  	0  	1   	 41.500 ns
      277	0001101     	0  	0  	0  	1   	1  	0  	1   	 41.875 ns
      278	0001101     	0  	0  	0  	1   	1  	0  	1   	 41.500 ns
      279	0001001     	0  	0  	0  	1   	0  	0  	1   	 41.625 ns
      280	0011101     	0  	0  	1  	1   	1  	0  	1   	271.000 ns
      281	0011101     	0  	0  	1  	1   	1  	0  	1   	 41.625 ns
      282	0001101     	0  	0  	0  	1   	1  	0  	1   	 41.625 ns
      283	0011001     	0  	0  	1  	1   	0  	0  	1   	270.875 ns
      284	0001001     	0  	0  	0  	1   	0  	0  	1   	 41.625 ns
      285	0001001     	0  	0  	0  	1   	0  	0  	1   	 41.625 ns
      286	0001001     	0  	0  	0  	1   	0  	0  	1   	333.375 ns
      287	0001001     	0  	0  	0  	1   	0  	0  	1   	 41.625 ns
      288	0001001     	0  	0  	0  	1   	0  	0  	1   	 41.625 ns
      289	0001101     	0  	0  	0  	1   	1  	0  	1   	 41.750 ns
      290	0001001     	0  	0  	0  	1   	0  	0  	1   	 41.500 ns
      291	0001001     	0  	0  	0  	1   	0  	0  	1   	 41.750 ns
      292	0001001     	0  	0  	0  	1   	0  	0  	1   	 41.625 ns
      293	0001101     	0  	0  	0  	1   	1  	0  	1   	 41.875 ns
      294	0001001     	0  	0  	0  	1   	0  	0  	1   	124.875 ns
      295	0001101     	0  	0  	0  	1   	1  	0  	1   	 41.750 ns
      296	0001101     	0  	0  	0  	1   	1  	0  	1   	 41.500 ns
      297	0001001     	0  	0  	0  	1   	0  	0  	1   	 41.625 ns
      298	0001101     	0  	0  	0  	1   	1  	0  	1   	 41.875 ns
      299	0001101     	0  	0  	0  	1   	1  	0  	1   	 41.625 ns
      300	0001001     	0  	0  	0  	1   	0  	0  	1   	 41.500 ns
      301	0001001     	0  	0  	0  	1   	0  	0  	1   	 41.750 ns
      302	0001001     	0  	0  	0  	1   	0  	0  	1   	125.000 ns
      303	0001101     	0  	0  	0  	1   	1  	0  	1   	 41.750 ns
      304	0001001     	0  	0  	0  	1   	0  	0  	1   	 41.500 ns
      305	0001101     	0  	0  	0  	1   	1  	0  	1   	 41.750 ns
      306	0001101     	0  	0  	0  	1   	1  	0  	1   	 41.625 ns
      307	0001101     	0  	0  	0  	1   	1  	0  	1   	 41.625 ns
      308	0001101     	0  	0  	0  	1   	1  	0  	1   	 41.750 ns
      309	0001101     	0  	0  	0  	1   	1  	0  	1   	 41.625 ns
      310	0001101     	0  	0  	0  	1   	1  	0  	1   	125.000 ns
      311	0001101     	0  	0  	0  	1   	1  	0  	1   	 41.750 ns
      312	0001101     	0  	0  	0  	1   	1  	0  	1   	 41.500 ns
      313	0001101     	0  	0  	0  	1   	1  	0  	1   	 41.750 ns
      314	0001101     	0  	0  	0  	1   	1  	0  	1   	 41.625 ns
      315	0001101     	0  	0  	0  	1   	1  	0  	1   	 41.750 ns
      316	0001101     	0  	0  	0  	1   	1  	0  	1   	 41.625 ns
      317	0001101     	0  	0  	0  	1   	1  	0  	1   	 41.625 ns
      318	0011101     	0  	0  	1  	1   	1  	0  	1   	270.875 ns
      319	0011101     	0  	0  	1  	1   	1  	0  	1   	 41.625 ns
      320	0001101     	0  	0  	0  	1   	1  	0  	1   	 41.625 ns
      321	0001001     	0  	0  	0  	1   	0  	0  	1   	270.875 ns
      322	0011001     	0  	0  	1  	1   	0  	0  	1   	 41.625 ns
      323	0011001     	0  	0  	1  	1   	0  	0  	1   	 41.625 ns
      324	0001001     	0  	0  	0  	1   	0  	0  	1   	 41.750 ns
      325	0001001     	0  	0  	0  	1   	0  	0  	1   	 41.625 ns
      326	0001011     	0  	0  	0  	1   	0  	1  	1   	270.875 ns
      327	0001001     	0  	0  	0  	1   	0  	0  	1   	 41.500 ns
      328	0001101     	0  	0  	0  	1   	1  	0  	1   	 41.875 ns
      329	0001001     	0  	0  	0  	1   	0  	0  	1   	 41.500 ns
      330	0001101     	0  	0  	0  	1   	1  	0  	1   	 41.875 ns
      331	0001101     	0  	0  	0  	1   	1  	0  	1   	 41.500 ns
      332	0001101     	0  	0  	0  	1   	1  	0  	1   	 41.625 ns
      333	0011001     	0  	0  	1  	1   	0  	0  	1   	271.000 ns
      334	0011001     	0  	0  	1  	1   	0  	0  	1   	 41.500 ns
      335	0001001     	0  	0  	0  	1   	0  	0  	1   	 41.750 ns
      336	0011001     	0  	0  	1  	1   	0  	0  	1   	270.875 ns
      337	0001001     	0  	0  	0  	1   	0  	0  	1   	 41.500 ns
      338	0001001     	0  	0  	0  	1   	0  	0  	1   	 41.625 ns
      339	0001011     	0  	0  	0  	1   	0  	1  	1   	333.500 ns
      340	0001101     	0  	0  	0  	1   	1  	0  	1   	 41.500 ns
      341	0001101     	0  	0  	0  	1   	1  	0  	1   	 41.750 ns
      342	0001001     	0  	0  	0  	1   	0  	0  	1   	 41.500 ns
      343	0001001     	0  	0  	0  	1   	0  	0  	1   	 41.750 ns
      344	0001101     	0  	0  	0  	1   	1  	0  	1   	 41.750 ns
      345	0001001     	0  	0  	0  	1   	0  	0  	1   	 41.500 ns
      346	0001101     	0  	0  	0  	1   	1  	0  	1   	 41.875 ns
      347	0001001     	0  	0  	0  	1   	0  	0  	1   	124.875 ns
      348	0001101     	0  	0  	0  	1   	1  	0  	1   	 41.750 ns
      349	0001001     	0  	0  	0  	1   	0  	0  	1   	 41.500 ns
      350	0001101     	0  	0  	0  	1   	1  	0  	1   	 41.750 ns
      351	0001111     	0  	0  	0  	1   	1  	1  	1   	 41.625 ns
      352	0001101     	0  	0  	0  	1   	1  	0  	1   	 41.750 ns
      353	0001101     	0  	0  	0  	1   	1  	0  	1   	 41.625 ns
      354	0001101     	0  	0  	0  	1   	1  	0  	1   	 41.625 ns
      355	0001101     	0  	0  	0  	1   	1  	0  	1   	125.125 ns
      356	0001101     	0  	0  	0  	1   	1  	0  	1   	 41.625 ns
      357	0001001     	0  	0  	0  	1   	0  	0  	1   	 41.625 ns
      358	0001001     	0  	0  	0  	1   	0  	0  	1   	 41.625 ns
      359	0001101     	0  	0  	0  	1   	1  	0  	1   	 41.750 ns
      360	0001101     	0  	0  	0  	1   	1  	0  	1   	 41.625 ns
      361	0001001     	0  	0  	0  	1   	0  	0  	1   	 41.625 ns
      362	0001001     	0  	0  	0  	1   	0  	0  	1   	 41.625 ns
      363	0001001     	0  	0  	0  	1   	0  	0  	1   	125.125 ns
      364	0001001     	0  	0  	0  	1   	0  	0  	1   	 41.625 ns
      365	0001101     	0  	0  	0  	1   	1  	0  	1   	 41.625 ns
      366	0001101     	0  	0  	0  	1   	1  	0  	1   	 41.625 ns
      367	0001101     	0  	0  	0  	1   	1  	0  	1   	 41.750 ns
      368	0001101     	0  	0  	0  	1   	1  	0  	1   	 41.625 ns
      369	0001101     	0  	0  	0  	1   	1  	0  	1   	 41.625 ns
      370	0001001     	0  	0  	0  	1   	0  	0  	1   	 41.625 ns
      371	0011101     	0  	0  	1  	1   	1  	0  	1   	270.875 ns
      372	0011101     	0  	0  	1  	1   	1  	0  	1   	 41.625 ns
      373	0001101     	0  	0  	0  	1   	1  	0  	1   	 41.750 ns
      374	0001001     	0  	0  	0  	1   	0  	0  	1   	270.875 ns
      375	0011001     	0  	0  	1  	1   	0  	0  	1   	 41.625 ns
      376	0011001     	0  	0  	1  	1   	0  	0  	1   	 41.625 ns
