SPL,TMS,TDI,TDO,CST,FST,HCST,HFST
80,0,0,0,4,4,ST_SHIFT_DR,ST_SHIFT_DR
81,0,1,1,4,4,ST_SHIFT_DR,ST_SHIFT_DR
82,0,0,0,4,4,ST_SHIFT_DR,ST_SHIFT_DR
83,0,0,1,4,4,ST_SHIFT_DR,ST_SHIFT_DR
84,0,0,1,4,4,ST_SHIFT_DR,ST_SHIFT_DR
85,0,0,0,4,4,ST_SHIFT_DR,ST_SHIFT_DR
86,0,0,1,4,4,ST_SHIFT_DR,ST_SHIFT_DR
87,0,0,1,4,4,ST_SHIFT_DR,ST_SHIFT_DR
88,0,0,0,4,4,ST_SHIFT_DR,ST_SHIFT_DR
89,0,0,0,4,4,ST_SHIFT_DR,ST_SHIFT_DR
90,0,0,0,4,4,ST_SHIFT_DR,ST_SHIFT_DR
91,0,0,1,4,4,ST_SHIFT_DR,ST_SHIFT_DR
92,0,0,0,4,4,ST_SHIFT_DR,ST_SHIFT_DR
93,0,0,1,4,4,ST_SHIFT_DR,ST_SHIFT_DR
94,0,0,1,4,4,ST_SHIFT_DR,ST_SHIFT_DR
95,0,0,1,4,4,ST_SHIFT_DR,ST_SHIFT_DR
96,0,0,1,4,4,ST_SHIFT_DR,ST_SHIFT_DR
97,0,0,1,4,4,ST_SHIFT_DR,ST_SHIFT_DR
98,0,0,1,4,4,ST_SHIFT_DR,ST_SHIFT_DR
99,0,0,1,4,4,ST_SHIFT_DR,ST_SHIFT_DR
100,0,0,1,4,4,ST_SHIFT_DR,ST_SHIFT_DR
101,0,0,1,4,4,ST_SHIFT_DR,ST_SHIFT_DR
102,0,0,1,4,4,ST_SHIFT_DR,ST_SHIFT_DR
103,0,0,1,4,4,ST_SHIFT_DR,ST_SHIFT_DR
104,0,0,1,4,4,ST_SHIFT_DR,ST_SHIFT_DR
105,0,0,1,4,4,ST_SHIFT_DR,ST_SHIFT_DR
106,1,0,0,4,5,ST_SHIFT_DR,ST_EXIT1_DR
107,1,0,0,5,8,ST_EXIT1_DR,ST_UPDATE_DR
108,0,0,0,8,1,ST_UPDATE_DR,ST_RUN_TEST_IDLE
109,0,0,0,1,1,ST_RUN_TEST_IDLE,ST_RUN_TEST_IDLE
110,1,0,0,1,2,ST_RUN_TEST_IDLE,ST_SELECT_DR_SCAN
111,1,0,0,2,9,ST_SELECT_DR_SCAN,ST_SELECT_IR_SCAN
112,0,0,0,9,10,ST_SELECT_IR_SCAN,ST_CAPTURE_IR
113,0,0,0,10,11,ST_CAPTURE_IR,ST_SHIFT_IR
114,0,0,1,11,11,ST_SHIFT_IR,ST_SHIFT_IR
115,0,0,0,11,11,ST_SHIFT_IR,ST_SHIFT_IR
116,0,1,0,11,11,ST_SHIFT_IR,ST_SHIFT_IR
117,0,0,0,11,11,ST_SHIFT_IR,ST_SHIFT_IR
118,0,1,0,11,11,ST_SHIFT_IR,ST_SHIFT_IR
119,0,1,0,11,11,ST_SHIFT_IR,ST_SHIFT_IR
120,0,0,0,11,11,ST_SHIFT_IR,ST_SHIFT_IR
121,1,1,0,11,12,ST_SHIFT_IR,ST_EXIT1_IR
122,1,1,0,12,15,ST_EXIT1_IR,ST_UPDATE_IR
123,0,1,0,15,1,ST_UPDATE_IR,ST_RUN_TEST_IDLE
124,1,0,0,1,2,ST_RUN_TEST_IDLE,ST_SELECT_DR_SCAN
125,0,0,0,2,3,ST_SELECT_DR_SCAN,ST_CAPTURE_DR
126,0,0,0,3,4,ST_CAPTURE_DR,ST_SHIFT_DR
127,0,0,0,4,4,ST_SHIFT_DR,ST_SHIFT_DR
128,0,0,0,4,4,ST_SHIFT_DR,ST_SHIFT_DR
129,0,0,0,4,4,ST_SHIFT_DR,ST_SHIFT_DR
130,0,0,1,4,4,ST_SHIFT_DR,ST_SHIFT_DR
131,0,0,0,4,4,ST_SHIFT_DR,ST_SHIFT_DR
132,0,0,0,4,4,ST_SHIFT_DR,ST_SHIFT_DR
133,0,0,0,4,4,ST_SHIFT_DR,ST_SHIFT_DR
134,0,0,1,4,4,ST_SHIFT_DR,ST_SHIFT_DR
135,0,0,0,4,4,ST_SHIFT_DR,ST_SHIFT_DR
136,0,0,1,4,4,ST_SHIFT_DR,ST_SHIFT_DR
137,0,0,1,4,4,ST_SHIFT_DR,ST_SHIFT_DR
138,0,0,0,4,4,ST_SHIFT_DR,ST_SHIFT_DR
139,0,0,1,4,4,ST_SHIFT_DR,ST_SHIFT_DR
140,0,0,1,4,4,ST_SHIFT_DR,ST_SHIFT_DR
141,0,0,0,4,4,ST_SHIFT_DR,ST_SHIFT_DR
142,0,0,0,4,4,ST_SHIFT_DR,ST_SHIFT_DR
143,0,0,0,4,4,ST_SHIFT_DR,ST_SHIFT_DR
144,0,0,1,4,4,ST_SHIFT_DR,ST_SHIFT_DR
145,0,0,0,4,4,ST_SHIFT_DR,ST_SHIFT_DR
146,0,0,1,4,4,ST_SHIFT_DR,ST_SHIFT_DR
147,0,0,1,4,4,ST_SHIFT_DR,ST_SHIFT_DR
148,0,0,1,4,4,ST_SHIFT_DR,ST_SHIFT_DR
149,0,0,1,4,4,ST_SHIFT_DR,ST_SHIFT_DR
150,0,0,1,4,4,ST_SHIFT_DR,ST_SHIFT_DR
151,0,0,1,4,4,ST_SHIFT_DR,ST_SHIFT_DR
152,0,0,1,4,4,ST_SHIFT_DR,ST_SHIFT_DR
153,0,0,1,4,4,ST_SHIFT_DR,ST_SHIFT_DR
154,0,0,1,4,4,ST_SHIFT_DR,ST_SHIFT_DR
155,0,0,1,4,4,ST_SHIFT_DR,ST_SHIFT_DR
156,0,0,1,4,4,ST_SHIFT_DR,ST_SHIFT_DR
157,0,0,1,4,4,ST_SHIFT_DR,ST_SHIFT_DR
158,0,0,1,4,4,ST_SHIFT_DR,ST_SHIFT_DR
159,1,1,0,4,5,ST_SHIFT_DR,ST_EXIT1_DR
160,1,1,0,5,8,ST_EXIT1_DR,ST_UPDATE_DR
161,0,1,0,8,1,ST_UPDATE_DR,ST_RUN_TEST_IDLE
162,0,0,0,1,1,ST_RUN_TEST_IDLE,ST_RUN_TEST_IDLE
163,1,0,0,1,2,ST_RUN_TEST_IDLE,ST_SELECT_DR_SCAN
164,1,0,0,2,9,ST_SELECT_DR_SCAN,ST_SELECT_IR_SCAN
165,0,0,0,9,10,ST_SELECT_IR_SCAN,ST_CAPTURE_IR
166,0,0,0,10,11,ST_CAPTURE_IR,ST_SHIFT_IR
167,0,0,1,11,11,ST_SHIFT_IR,ST_SHIFT_IR
168,0,0,0,11,11,ST_SHIFT_IR,ST_SHIFT_IR
169,0,1,0,11,11,ST_SHIFT_IR,ST_SHIFT_IR
170,0,0,0,11,11,ST_SHIFT_IR,ST_SHIFT_IR
171,0,1,0,11,11,ST_SHIFT_IR,ST_SHIFT_IR
172,0,1,0,11,11,ST_SHIFT_IR,ST_SHIFT_IR
173,0,1,0,11,11,ST_SHIFT_IR,ST_SHIFT_IR
174,1,0,0,11,12,ST_SHIFT_IR,ST_EXIT1_IR
175,1,0,0,12,15,ST_EXIT1_IR,ST_UPDATE_IR
176,0,0,0,15,1,ST_UPDATE_IR,ST_RUN_TEST_IDLE
177,1,0,0,1,2,ST_RUN_TEST_IDLE,ST_SELECT_DR_SCAN
178,0,0,0,2,3,ST_SELECT_DR_SCAN,ST_CAPTURE_DR
179,0,0,0,3,4,ST_CAPTURE_DR,ST_SHIFT_DR
180,0,0,1,4,4,ST_SHIFT_DR,ST_SHIFT_DR
181,0,1,0,4,4,ST_SHIFT_DR,ST_SHIFT_DR
182,0,1,0,4,4,ST_SHIFT_DR,ST_SHIFT_DR
183,0,0,0,4,4,ST_SHIFT_DR,ST_SHIFT_DR
184,0,0,0,4,4,ST_SHIFT_DR,ST_SHIFT_DR
185,0,1,0,4,4,ST_SHIFT_DR,ST_SHIFT_DR
186,0,0,0,4,4,ST_SHIFT_DR,ST_SHIFT_DR
187,0,1,0,4,4,ST_SHIFT_DR,ST_SHIFT_DR
188,0,0,0,4,4,ST_SHIFT_DR,ST_SHIFT_DR
189,0,1,0,4,4,ST_SHIFT_DR,ST_SHIFT_DR
190,0,0,0,4,4,ST_SHIFT_DR,ST_SHIFT_DR
191,0,1,0,4,4,ST_SHIFT_DR,ST_SHIFT_DR
192,0,1,1,4,4,ST_SHIFT_DR,ST_SHIFT_DR
193,0,1,0,4,4,ST_SHIFT_DR,ST_SHIFT_DR
194,0,1,0,4,4,ST_SHIFT_DR,ST_SHIFT_DR
195,0,1,0,4,4,ST_SHIFT_DR,ST_SHIFT_DR
196,0,1,0,4,4,ST_SHIFT_DR,ST_SHIFT_DR
197,0,1,0,4,4,ST_SHIFT_DR,ST_SHIFT_DR
198,0,0,0,4,4,ST_SHIFT_DR,ST_SHIFT_DR
199,0,0,0,4,4,ST_SHIFT_DR,ST_SHIFT_DR
200,0,1,0,4,4,ST_SHIFT_DR,ST_SHIFT_DR
201,0,1,0,4,4,ST_SHIFT_DR,ST_SHIFT_DR
202,0,0,0,4,4,ST_SHIFT_DR,ST_SHIFT_DR
203,0,0,0,4,4,ST_SHIFT_DR,ST_SHIFT_DR
204,0,0,0,4,4,ST_SHIFT_DR,ST_SHIFT_DR
205,0,0,0,4,4,ST_SHIFT_DR,ST_SHIFT_DR
206,0,1,0,4,4,ST_SHIFT_DR,ST_SHIFT_DR
207,0,1,0,4,4,ST_SHIFT_DR,ST_SHIFT_DR
208,0,1,0,4,4,ST_SHIFT_DR,ST_SHIFT_DR
209,0,1,0,4,4,ST_SHIFT_DR,ST_SHIFT_DR
210,0,1,0,4,4,ST_SHIFT_DR,ST_SHIFT_DR
211,0,0,0,4,4,ST_SHIFT_DR,ST_SHIFT_DR
212,1,1,0,4,5,ST_SHIFT_DR,ST_EXIT1_DR
213,1,1,0,5,8,ST_EXIT1_DR,ST_UPDATE_DR
214,0,1,0,8,1,ST_UPDATE_DR,ST_RUN_TEST_IDLE
215,0,0,0,1,1,ST_RUN_TEST_IDLE,ST_RUN_TEST_IDLE
216,1,0,0,1,2,ST_RUN_TEST_IDLE,ST_SELECT_DR_SCAN
217,1,0,0,2,9,ST_SELECT_DR_SCAN,ST_SELECT_IR_SCAN
218,0,0,0,9,10,ST_SELECT_IR_SCAN,ST_CAPTURE_IR
219,0,0,0,10,11,ST_CAPTURE_IR,ST_SHIFT_IR
220,0,0,1,11,11,ST_SHIFT_IR,ST_SHIFT_IR
221,0,0,0,11,11,ST_SHIFT_IR,ST_SHIFT_IR
222,0,1,0,11,11,ST_SHIFT_IR,ST_SHIFT_IR
223,0,0,0,11,11,ST_SHIFT_IR,ST_SHIFT_IR
224,0,1,0,11,11,ST_SHIFT_IR,ST_SHIFT_IR
225,0,1,0,11,11,ST_SHIFT_IR,ST_SHIFT_IR
226,0,1,0,11,11,ST_SHIFT_IR,ST_SHIFT_IR
227,1,0,0,11,12,ST_SHIFT_IR,ST_EXIT1_IR
228,1,0,0,12,15,ST_EXIT1_IR,ST_UPDATE_IR
229,0,0,0,15,1,ST_UPDATE_IR,ST_RUN_TEST_IDLE
230,1,0,0,1,2,ST_RUN_TEST_IDLE,ST_SELECT_DR_SCAN
231,0,0,0,2,3,ST_SELECT_DR_SCAN,ST_CAPTURE_DR
232,0,0,0,3,4,ST_CAPTURE_DR,ST_SHIFT_DR
233,0,0,1,4,4,ST_SHIFT_DR,ST_SHIFT_DR
234,0,0,0,4,4,ST_SHIFT_DR,ST_SHIFT_DR
235,0,1,0,4,4,ST_SHIFT_DR,ST_SHIFT_DR
236,0,0,0,4,4,ST_SHIFT_DR,ST_SHIFT_DR
237,0,0,0,4,4,ST_SHIFT_DR,ST_SHIFT_DR
238,0,1,0,4,4,ST_SHIFT_DR,ST_SHIFT_DR
239,0,0,0,4,4,ST_SHIFT_DR,ST_SHIFT_DR
240,0,0,0,4,4,ST_SHIFT_DR,ST_SHIFT_DR
241,0,1,0,4,4,ST_SHIFT_DR,ST_SHIFT_DR
242,0,0,0,4,4,ST_SHIFT_DR,ST_SHIFT_DR
243,0,0,0,4,4,ST_SHIFT_DR,ST_SHIFT_DR
244,0,0,0,4,4,ST_SHIFT_DR,ST_SHIFT_DR
245,0,0,1,4,4,ST_SHIFT_DR,ST_SHIFT_DR
246,0,0,0,4,4,ST_SHIFT_DR,ST_SHIFT_DR
247,0,0,0,4,4,ST_SHIFT_DR,ST_SHIFT_DR
248,0,0,0,4,4,ST_SHIFT_DR,ST_SHIFT_DR
249,0,0,0,4,4,ST_SHIFT_DR,ST_SHIFT_DR
250,0,0,0,4,4,ST_SHIFT_DR,ST_SHIFT_DR
251,0,0,0,4,4,ST_SHIFT_DR,ST_SHIFT_DR
252,0,0,0,4,4,ST_SHIFT_DR,ST_SHIFT_DR
253,0,0,0,4,4,ST_SHIFT_DR,ST_SHIFT_DR
254,0,1,0,4,4,ST_SHIFT_DR,ST_SHIFT_DR
255,0,0,0,4,4,ST_SHIFT_DR,ST_SHIFT_DR
256,0,0,0,4,4,ST_SHIFT_DR,ST_SHIFT_DR
257,0,0,0,4,4,ST_SHIFT_DR,ST_SHIFT_DR
258,0,0,0,4,4,ST_SHIFT_DR,ST_SHIFT_DR
259,0,1,0,4,4,ST_SHIFT_DR,ST_SHIFT_DR
260,0,1,0,4,4,ST_SHIFT_DR,ST_SHIFT_DR
261,0,1,0,4,4,ST_SHIFT_DR,ST_SHIFT_DR
262,0,1,0,4,4,ST_SHIFT_DR,ST_SHIFT_DR
263,0,1,0,4,4,ST_SHIFT_DR,ST_SHIFT_DR
264,0,0,0,4,4,ST_SHIFT_DR,ST_SHIFT_DR
265,1,1,0,4,5,ST_SHIFT_DR,ST_EXIT1_DR
266,1,1,0,5,8,ST_EXIT1_DR,ST_UPDATE_DR
267,0,1,0,8,1,ST_UPDATE_DR,ST_RUN_TEST_IDLE
268,0,0,0,1,1,ST_RUN_TEST_IDLE,ST_RUN_TEST_IDLE
269,1,0,0,1,2,ST_RUN_TEST_IDLE,ST_SELECT_DR_SCAN
270,1,0,0,2,9,ST_SELECT_DR_SCAN,ST_SELECT_IR_SCAN
271,0,0,0,9,10,ST_SELECT_IR_SCAN,ST_CAPTURE_IR
272,0,0,0,10,11,ST_CAPTURE_IR,ST_SHIFT_IR
273,0,0,1,11,11,ST_SHIFT_IR,ST_SHIFT_IR
274,0,0,0,11,11,ST_SHIFT_IR,ST_SHIFT_IR
275,0,1,0,11,11,ST_SHIFT_IR,ST_SHIFT_IR
276,0,0,0,11,11,ST_SHIFT_IR,ST_SHIFT_IR
277,0,1,0,11,11,ST_SHIFT_IR,ST_SHIFT_IR
278,0,1,0,11,11,ST_SHIFT_IR,ST_SHIFT_IR
279,0,0,0,11,11,ST_SHIFT_IR,ST_SHIFT_IR
280,1,1,0,11,12,ST_SHIFT_IR,ST_EXIT1_IR
281,1,1,0,12,15,ST_EXIT1_IR,ST_UPDATE_IR
282,0,1,0,15,1,ST_UPDATE_IR,ST_RUN_TEST_IDLE
283,1,0,0,1,2,ST_RUN_TEST_IDLE,ST_SELECT_DR_SCAN
284,0,0,0,2,3,ST_SELECT_DR_SCAN,ST_CAPTURE_DR
285,0,0,0,3,4,ST_CAPTURE_DR,ST_SHIFT_DR
286,0,0,0,4,4,ST_SHIFT_DR,ST_SHIFT_DR
287,0,0,0,4,4,ST_SHIFT_DR,ST_SHIFT_DR
288,0,0,0,4,4,ST_SHIFT_DR,ST_SHIFT_DR
289,0,1,0,4,4,ST_SHIFT_DR,ST_SHIFT_DR
290,0,0,0,4,4,ST_SHIFT_DR,ST_SHIFT_DR
291,0,0,0,4,4,ST_SHIFT_DR,ST_SHIFT_DR
292,0,0,0,4,4,ST_SHIFT_DR,ST_SHIFT_DR
293,0,1,0,4,4,ST_SHIFT_DR,ST_SHIFT_DR
294,0,0,0,4,4,ST_SHIFT_DR,ST_SHIFT_DR
295,0,1,0,4,4,ST_SHIFT_DR,ST_SHIFT_DR
296,0,1,0,4,4,ST_SHIFT_DR,ST_SHIFT_DR
297,0,0,0,4,4,ST_SHIFT_DR,ST_SHIFT_DR
298,0,1,0,4,4,ST_SHIFT_DR,ST_SHIFT_DR
299,0,1,0,4,4,ST_SHIFT_DR,ST_SHIFT_DR
300,0,0,0,4,4,ST_SHIFT_DR,ST_SHIFT_DR
301,0,0,0,4,4,ST_SHIFT_DR,ST_SHIFT_DR
302,0,0,0,4,4,ST_SHIFT_DR,ST_SHIFT_DR
303,0,1,0,4,4,ST_SHIFT_DR,ST_SHIFT_DR
304,0,0,0,4,4,ST_SHIFT_DR,ST_SHIFT_DR
305,0,1,0,4,4,ST_SHIFT_DR,ST_SHIFT_DR
306,0,1,0,4,4,ST_SHIFT_DR,ST_SHIFT_DR
307,0,1,0,4,4,ST_SHIFT_DR,ST_SHIFT_DR
308,0,1,0,4,4,ST_SHIFT_DR,ST_SHIFT_DR
309,0,1,0,4,4,ST_SHIFT_DR,ST_SHIFT_DR
310,0,1,0,4,4,ST_SHIFT_DR,ST_SHIFT_DR
311,0,1,0,4,4,ST_SHIFT_DR,ST_SHIFT_DR
312,0,1,0,4,4,ST_SHIFT_DR,ST_SHIFT_DR
313,0,1,0,4,4,ST_SHIFT_DR,ST_SHIFT_DR
314,0,1,0,4,4,ST_SHIFT_DR,ST_SHIFT_DR
315,0,1,0,4,4,ST_SHIFT_DR,ST_SHIFT_DR
316,0,1,0,4,4,ST_SHIFT_DR,ST_SHIFT_DR
317,0,1,0,4,4,ST_SHIFT_DR,ST_SHIFT_DR
318,1,1,0,4,5,ST_SHIFT_DR,ST_EXIT1_DR
319,1,1,0,5,8,ST_EXIT1_DR,ST_UPDATE_DR
320,0,1,0,8,1,ST_UPDATE_DR,ST_RUN_TEST_IDLE
321,0,0,0,1,1,ST_RUN_TEST_IDLE,ST_RUN_TEST_IDLE
322,1,0,0,1,2,ST_RUN_TEST_IDLE,ST_SELECT_DR_SCAN
323,1,0,0,2,9,ST_SELECT_DR_SCAN,ST_SELECT_IR_SCAN
324,0,0,0,9,10,ST_SELECT_IR_SCAN,ST_CAPTURE_IR
325,0,0,0,10,11,ST_CAPTURE_IR,ST_SHIFT_IR
326,0,0,1,11,11,ST_SHIFT_IR,ST_SHIFT_IR
327,0,0,0,11,11,ST_SHIFT_IR,ST_SHIFT_IR
328,0,1,0,11,11,ST_SHIFT_IR,ST_SHIFT_IR
329,0,0,0,11,11,ST_SHIFT_IR,ST_SHIFT_IR
330,0,1,0,11,11,ST_SHIFT_IR,ST_SHIFT_IR
331,0,1,0,11,11,ST_SHIFT_IR,ST_SHIFT_IR
332,0,1,0,11,11,ST_SHIFT_IR,ST_SHIFT_IR
333,1,0,0,11,12,ST_SHIFT_IR,ST_EXIT1_IR
334,1,0,0,12,15,ST_EXIT1_IR,ST_UPDATE_IR
335,0,0,0,15,1,ST_UPDATE_IR,ST_RUN_TEST_IDLE
336,1,0,0,1,2,ST_RUN_TEST_IDLE,ST_SELECT_DR_SCAN
337,0,0,0,2,3,ST_SELECT_DR_SCAN,ST_CAPTURE_DR
338,0,0,0,3,4,ST_CAPTURE_DR,ST_SHIFT_DR
339,0,0,1,4,4,ST_SHIFT_DR,ST_SHIFT_DR
340,0,1,0,4,4,ST_SHIFT_DR,ST_SHIFT_DR
341,0,1,0,4,4,ST_SHIFT_DR,ST_SHIFT_DR
342,0,0,0,4,4,ST_SHIFT_DR,ST_SHIFT_DR
343,0,0,0,4,4,ST_SHIFT_DR,ST_SHIFT_DR
344,0,1,0,4,4,ST_SHIFT_DR,ST_SHIFT_DR
345,0,0,0,4,4,ST_SHIFT_DR,ST_SHIFT_DR
346,0,1,0,4,4,ST_SHIFT_DR,ST_SHIFT_DR
347,0,0,0,4,4,ST_SHIFT_DR,ST_SHIFT_DR
348,0,1,0,4,4,ST_SHIFT_DR,ST_SHIFT_DR
349,0,0,0,4,4,ST_SHIFT_DR,ST_SHIFT_DR
350,0,1,0,4,4,ST_SHIFT_DR,ST_SHIFT_DR
351,0,1,1,4,4,ST_SHIFT_DR,ST_SHIFT_DR
352,0,1,0,4,4,ST_SHIFT_DR,ST_SHIFT_DR
353,0,1,0,4,4,ST_SHIFT_DR,ST_SHIFT_DR
354,0,1,0,4,4,ST_SHIFT_DR,ST_SHIFT_DR
355,0,1,0,4,4,ST_SHIFT_DR,ST_SHIFT_DR
356,0,1,0,4,4,ST_SHIFT_DR,ST_SHIFT_DR
357,0,0,0,4,4,ST_SHIFT_DR,ST_SHIFT_DR
358,0,0,0,4,4,ST_SHIFT_DR,ST_SHIFT_DR
359,0,1,0,4,4,ST_SHIFT_DR,ST_SHIFT_DR
360,0,1,0,4,4,ST_SHIFT_DR,ST_SHIFT_DR
361,0,0,0,4,4,ST_SHIFT_DR,ST_SHIFT_DR
362,0,0,0,4,4,ST_SHIFT_DR,ST_SHIFT_DR
363,0,0,0,4,4,ST_SHIFT_DR,ST_SHIFT_DR
364,0,0,0,4,4,ST_SHIFT_DR,ST_SHIFT_DR
365,0,1,0,4,4,ST_SHIFT_DR,ST_SHIFT_DR
366,0,1,0,4,4,ST_SHIFT_DR,ST_SHIFT_DR
367,0,1,0,4,4,ST_SHIFT_DR,ST_SHIFT_DR
368,0,1,0,4,4,ST_SHIFT_DR,ST_SHIFT_DR
369,0,1,0,4,4,ST_SHIFT_DR,ST_SHIFT_DR
370,0,0,0,4,4,ST_SHIFT_DR,ST_SHIFT_DR
371,1,1,0,4,5,ST_SHIFT_DR,ST_EXIT1_DR
372,1,1,0,5,8,ST_EXIT1_DR,ST_UPDATE_DR
373,0,1,0,8,1,ST_UPDATE_DR,ST_RUN_TEST_IDLE
374,0,0,0,1,1,ST_RUN_TEST_IDLE,ST_RUN_TEST_IDLE
375,1,0,0,1,2,ST_RUN_TEST_IDLE,ST_SELECT_DR_SCAN
